Position,Player Name,Team Name,Nationality,Height,Weight,Age,Condition,Overall Rating
CMF,R. MAIELLO,FROSINONE,ITALY,177,73,27,C,69
LMF,W. BUCKLEY,NW WHITE BLACK,ENGLAND,183,83,29,C,69
GK,Á. KOVÁCSIK,Free Agents,HUNGARY,192,83,27,C,69
CF,JOÃO SILVA,FEIRENSE,PORTUGAL,186,80,28,C,69
LB,N. GAVORY,UTRECHT,FRANCE,183,76,23,C,69
CF,A. RODRIGUEZ,EMPOLI,SPAIN,183,78,27,C,69
CB,D. BAIN,LE HAVRE,FRANCE,181,74,25,C,69
AMF,H. SAKHI,AUXERRE,MOROCCO,174,69,22,C,69
GK,F. FARNOLLE,YENİ MALATYASPOR,BENIN,196,95,33,C,69
RWF,R. DUGIMONT,AUXERRE,FRANCE,182,75,32,C,69
CB,A. MONFRAY,ORLÉANS,FRANCE,185,76,28,C,69
GK,B. LEROY,AJACCIO,FRANCE,184,74,29,C,69
CMF,J. GASTIEN,CLERMONT,FRANCE,179,69,30,C,69
CMF,F. MOLLET,MONTPELLIER,FRANCE,174,68,27,C,69
CF,G. GIMBERT,AJACCIO,FRANCE,183,80,33,C,69
GK,P. DELECROIX,METZ,FRANCE,183,73,30,C,69

LB,Q. BERNARD,BREST,FRANCE,184,77,29,C,69
AMF,J. ROYE,GAZÉLEC AJACCIO,FRANCE,174,68,30,C,69
AMF,JON TORAL,YORKSHIRE ORANGE,SPAIN,184,78,23,C,69
DMF,E. HUWS,EAST ANGLIA TOWN,WALES,177,73,25,C,69
CMF,P. COUTTS,YH RED BLACK,SCOTLAND,183,75,30,C,69
RB,K. FREEMAN,YH RED BLACK,WALES,178,79,26,C,69
RWF,PABLO HERVÍAS,PV BLUE RED,SPAIN,174,68,25,C,69
AMF,D. PETRUCCI,RİZESPOR,ITALY,188,88,27,C,69
LB,J. MATTOCK,YORKSHIRE REDS,ENGLAND,181,78,28,C,69
RB,C. SCHWEGLER,LUZERN,SWITZERLAND,174,70,34,C,69
RB,G. BELAUD,BREST,FRANCE,177,76,32,C,69
RWF,A. ROBIC,NANCY,FRANCE,180,76,32,C,69
DMF,P. BOUBY,ORLÉANS,FRANCE,184,78,35,C,69
GK,G. GALLON,ORLÉANS,FRANCE,186,79,25,C,69
RWF,C. BRAVO,SAN LUIS,CHILE,168,65,25,C,69
CB,D. LENIHAN,LANCASHIRE BLUE,IRELAND,178,76,24,C,69
RMF,T. BARKHUIZEN,LN WHITE,ENGLAND,175,70,25,C,69
CF,M. SMITH,NORTH WEST LONDON,ENGLAND,198,75,29,C,69
CB,K. PETERSEN,OB,DENMARK,187,80,33,C,69
DMF,FILIPE MELO,CHAVES,PORTUGAL,189,82,29,C,69
LB,J. BIDWELL,NORTH WEST LONDON,ENGLAND,183,70,25,C,69
LB,N. ALIJI,Free Agents,ALBANIA,177,73,25,C,69
AMF,L. HUTTEN,FORTUNA SITTARD,NETHERLANDS,181,81,28,C,69
RB,J. RIVIEREZ,METZ,FRANCE,181,82,29,C,69
LWF,G. GHAZARYAN,CHAVES,ARMENIA,177,73,30,C,69
RWF,M. PISANO,ALDOSIVI,ARGENTINA,166,61,27,C,69
AMF,A. AJAGUN,KORTRIJK,NIGERIA,165,66,25,C,69
CF,A. NGAMUKOL,STADE DE REIMS,FRANCE,178,70,30,C,69
RB,L. PELTIER,SOUTH WALES,ENGLAND,178,73,32,C,69
LB,A. FIGUEIREDO,RIO AVE,PORTUGAL,171,64,25,C,69
DMF,V. LEKHAL,LE HAVRE,FRANCE,187,72,24,C,69
CF,JAIME MATA,MD COBALT BLUE,SPAIN,187,78,30,C,69

CB,STEVEN FORTÈS,TOULOUSE,CAPE VERDE,192,85,26,C,69
LWF,ZÉ MANUEL,SANTA CLARA,PORTUGAL,181,74,28,C,69
GK,P. FRATTALI,PARMA,ITALY,185,75,33,C,69
CF,BORJA IGLESIAS,CT BLUE WHITE,SPAIN,187,79,25,C,69
AMF,RAFAEL COSTA,BOAVISTA,BRAZIL,183,79,27,C,69
GK,S. ROCHET,SİVASSPOR,URUGUAY,190,82,25,C,69
CB,W. DAMMERS,FORTUNA SITTARD,NETHERLANDS,185,68,23,C,69
RMF,G. WARD,EAST ANGLIA TOWN,ENGLAND,178,73,24,C,69
LMF,H. KAMARA,STADE DE REIMS,GAMBIA,168,67,24,C,69
LMF,JOÃO TEIXEIRA,CHAVES,PORTUGAL,178,68,24,C,69
CF,S. MAY,ABERDEEN,SCOTLAND,178,60,26,C,69
CB,IAGO SANTOS,MOREIRENSE,BRAZIL,188,78,26,C,69
AMF,N. OROZ,O'HIGGINS,ARGENTINA,173,74,24,C,69
LWF,S. BOLBAT,SHAKHTAR DONETSK,UKRAINE,175,63,25,C,69
CMF,M. DUFFY,YH RED BLACK,ENGLAND,175,72,33,C,69
CF,A. LEYA,TOULOUSE,BELGIUM,182,72,21,C,69
CB,J. COOPER,GL BLUE WHITE,ENGLAND,193,85,23,C,69
RWF,ROBERT IBÁÑEZ,MD COBALT BLUE,SPAIN,177,67,25,C,69
DMF,LUISMI,CL PURPLE,SPAIN,180,77,26,C,69
LWF,S. KAIKAI,SOUTH NORWOOD,ENGLAND,182,73,23,C,69
CB,F. GRILLO,GÖZTEPE,ARGENTINA,181,78,25,C,69
CMF,M. HALLBERG,VEJLE,SWEDEN,185,77,23,C,69
CF,S. MAKIENOK,UTRECHT,DENMARK,201,94,28,C,69
LB,S. MCQUEEN,TEESSIDE,ENGLAND,180,70,23,C,69
LMF,A. O'BRIEN,GL BLUE WHITE,IRELAND,172,69,25,C,69
RWF,M. ŠITUM,DINAMO ZAGREB,CROATIA,178,78,26,C,69
AMF,O. VÁSQUEZ,RIONEGRO ÁGUILAS,COLOMBIA,167,63,29,B,69
CMF,H. BELKEBLA,BREST,ALGERIA,177,68,24,C,69
RWF,EDSON FARIAS,FEIRENSE,BRAZIL,174,69,26,C,69
LB,C. KEITA,KAS EUPEN,MALI,180,72,22,C,69
DMF,I. ROSSI,HURACÁN,ARGENTINA,183,76,25,C,69
GK,J. PRIOR,BORDEAUX,FRANCE,184,88,23,C,69

CMF,T. BISHOP,EAST ANGLIA TOWN,ENGLAND,180,65,22,C,69
AMF,I. COLMAN,ALDOSIVI,ARGENTINA,173,70,23,C,69
AMF,J. BENET,GRENOBLE FOOT 38,FRANCE,186,75,23,C,69
LMF,A. BONNET,LE HAVRE,FRANCE,173,65,32,C,69
DMF,NETO MOURA,SPORT RECIFE,BRAZIL,176,72,22,C,69
RB,JOÃO PEDRO,PORTO,BRAZIL,179,71,22,C,69
LB,ALAN RUSCHEL,CHAPECOENSE,BRAZIL,175,73,29,B,69
LB,J. ANGULO,DEPORTIVO CALI,COLOMBIA,183,75,22,C,69
RB,N. CASTRILLÓN,DEPORTES TOLIMA,COLOMBIA,180,70,22,C,69
CB,J. QUINTERO,DEPORTIVO CALI,COLOMBIA,182,78,23,C,69
CB,RAFAEL PEREIRA,CEARÁ,BRAZIL,183,76,34,C,69
CF,C. STRANDBERG,MALMÖ FF,SWEDEN,187,90,22,C,69
RB,T. KANE,YORKSHIRE ORANGE,ENGLAND,180,70,25,C,69
RWF,T. BOYD,VITÓRIA GUIMARÃES,NEW ZEALAND,182,75,24,C,69
CB,H. RIOJAS,ALIANZA LIMA,PERU,183,73,27,C,69
CB,J. LASO,VÉLEZ SARSFIELD,ARGENTINA,185,79,28,C,69
GK,F. CRIVELLI,TIGRE,ARGENTINA,185,83,36,C,69
CB,G. BOJANICH,ARGENTINOS JUNIORS,ARGENTINA,191,85,33,C,69
RB,A. SANDONA,PATRONATO,ARGENTINA,184,78,25,C,69
LB,M. MAIDANA,ARGENTINOS JUNIORS,ARGENTINA,181,78,28,C,69
RB,E. BRÍTEZ,INDEPENDIENTE,ARGENTINA,179,80,26,C,69
AMF,N. GIMÉNEZ,SAN MARTÍN TUCUMÁN,ARGENTINA,179,73,22,C,69
CB,E. AMOR,ALDOSIVI,ARGENTINA,183,80,23,C,69
RB,N. TRIPICHIO,DEFENSA Y JUSTICIA,ARGENTINA,175,68,22,C,69
CMF,F. CRISTALDO,SAN MARTÍN SAN JUAN,ARGENTINA,170,69,22,C,69
LMF,G. ALANÍS,BELGRANO,ARGENTINA,186,73,24,C,69
RMF,D. SOSA,GODOY CRUZ,ARGENTINA,168,72,27,C,69
RMF,H. DA CAMPO,SAN MARTÍN SAN JUAN,ARGENTINA,179,72,24,C,69
LWF,O. SALINAS,EVERTON,CHILE,173,72,30,C,69
RWF,G. ABÁN,UNIÓN LA CALERA,ARGENTINA,182,80,31,C,69
CB,N. RAMÍREZ,DEPORTES TEMUCO,CHILE,182,77,21,C,69
CMF,Y. LEIVA,UNIVERSIDAD CHILE,CHILE,166,63,20,C,69

RWF,E. SHOMURODOV,ROSTOV,UZBEKISTAN,182,80,23,C,69
CMF,M. ORDÓÑEZ,ATLÉTICO HUILA,COLOMBIA,180,75,28,C,69
RWF,Y. RIVERA,AMÉRICA DE CALI,COLOMBIA,173,68,29,C,69
RB,A. SILVA,SAN MARTÍN SAN JUAN,URUGUAY,178,75,25,C,69
CB,Y. OSORIO,VITÓRIA GUIMARÃES,VENEZUELA,189,70,24,C,69
GK,F. FIELDING,SW RED,ENGLAND,185,76,30,C,69
DMF,A. BROWNE,LN WHITE,IRELAND,173,71,23,C,69
CMF,J. BROWNHILL,SW RED,ENGLAND,179,69,23,C,69
RB,M. ALPHONSE,DIJON,FRANCE,182,75,29,C,69
CMF,J. BERTHOMIER,TROYES,FRANCE,177,74,28,C,69
GK,V. DE MARCONNAY,PARIS,FRANCE,180,73,35,C,69
AMF,FILIPE CHABY,BELENENSES,PORTUGAL,174,64,24,C,69
RB,EDU MACHADO,BOAVISTA,PORTUGAL,175,67,28,C,69
DMF,FABIO PACHECO,MOREIRENSE,PORTUGAL,180,73,30,C,69
CMF,JAJÁ,FLAMENGO,BRAZIL,178,70,23,C,69
RB,G. PACHECO,UNIV. CONCEPCIÓN,CHILE,181,76,29,C,69
CB,B. STRAALMAN,DE GRAAFSCHAP,NETHERLANDS,193,82,22,C,69
AMF,JUANJO CAMACHO,AR BURGUNDY BLUE,SPAIN,180,74,38,C,69
GK,S. MARINOVIC,Free Agents,NEW ZEALAND,192,96,27,C,69
RWF,R. VARGA,Free Agents,HUNGARY,182,79,28,C,69
LB,F. DIMARCO,PARMA,ITALY,174,78,21,C,69
CF,L. MOUSSET,EAST DORSETSHIRE,FRANCE,184,80,22,C,69
RWF,E. ARANGO,RIONEGRO ÁGUILAS,COLOMBIA,170,63,24,C,69
CF,T. AMBROSE,RC LENS,FRANCE,178,70,21,C,69
DMF,A. EL MESSAOUDI,FORTUNA SITTARD,MOROCCO,182,80,23,C,69
LB,F. MIGUEL,NÎMES,FRANCE,179,70,22,C,69
AMF,D. DIANESSY,FORTUNA SITTARD,FRANCE,182,66,22,C,69
AMF,NICKSON,VITÓRIA,BRAZIL,175,67,21,C,69
CB,M. MADISHA,Free Agents,SOUTH AFRICA,180,80,23,C,69
SS,R. AMARAL,RACING CLUB,URUGUAY,178,80,21,C,69
RMF,REINE-ADÉLAÏDE,ANGERS SCO,FRANCE,183,75,20,C,69
CMF,J. BACUNA,WEST YORKSHIRE TOWN,NETHERLANDS,185,78,21,C,69

LWF,N. DELGADILLO,VÉLEZ SARSFIELD,ARGENTINA,177,70,21,C,69
CF,P. CUADRA,RACING CLUB,ARGENTINA,172,64,23,C,69
LB,D. KIKI,BREST,BENIN,180,76,25,C,69
LWF,J. BENÍTEZ,UNIV. CONCEPCIÓN,ARGENTINA,178,67,27,C,69
LWF,E. OZUNA,ALDOSIVI,ARGENTINA,174,69,22,C,69
GK,CAIQUE FRANÇA,CORINTHIANS,BRAZIL,186,80,23,C,69
GK,GABRIEL FÉLIX,VASCO DA GAMA,BRAZIL,190,89,23,C,69
RB,JUNIO,RIO AVE,BRAZIL,177,68,21,C,69
RWF,J. CAENEPEEL,EXCELSIOR,BELGIUM,175,72,22,C,69
DMF,J. FUCHS,SOCHAUX,FRANCE,174,70,21,C,69
GK,R. DESCAMPS,CLERMONT,FRANCE,194,74,22,C,69
LB,V. N'SIMBA,CLERMONT,CONGO DR,167,67,25,C,69
CMF,J. BYRNE,KILMARNOCK,IRELAND,176,73,22,C,69
CMF,M. VLAP,HEERENVEEN,NETHERLANDS,189,81,21,C,69
AMF,A. BANNINK,EMMEN,NETHERLANDS,185,75,28,C,69
AMF,Y. EL JEBLI,DE GRAAFSCHAP,NETHERLANDS,177,72,26,C,69
CMF,HÉLDER TAVARES,TONDELA,CAPE VERDE,178,73,29,C,69
CF,J. PARRAGUEZ,HUACHIPATO,CHILE,183,86,29,C,69
CB,G. BALAŽIC,URAL,SLOVENIA,190,83,30,C,69
LB,R. BREŽANČIĆ,AR BURGUNDY BLUE,SERBIA,176,80,29,C,69
CF,F. DORÉ,ANGERS SCO,CONGO,193,82,29,C,69
RB,TIAGO MESQUITA,FEIRENSE,PORTUGAL,180,74,28,C,69
RB,P. SAGNA,BELENENSES,FRANCE,183,76,28,C,69
GK,J. VACHOUX,RC LENS,FRANCE,183,78,24,C,69
CF,RODRIGO PINHO,MARÍTIMO,BRAZIL,185,79,27,C,69
LB,G. GUTIÉRREZ,JUNIOR,COLOMBIA,170,72,28,C,69
RB,D. MURILLO,JUNIOR,COLOMBIA,173,69,25,B,69
LB,O. ALBORNOZ,DEPORTES TOLIMA,COLOMBIA,183,78,23,C,69
RB,N. LEMUS,ENVIGADO,COLOMBIA,183,79,29,C,69
CMF,A. DEIOLA,PARMA,ITALY,190,85,23,C,69
AMF,TONI SUÁREZ,CL PURPLE,SPAIN,171,61,23,C,69
RWF,NILTINHO,CHAVES,BRAZIL,175,68,25,C,69

CMF,A. NDOM,STADE DE REIMS,FRANCE,188,80,22,C,69
DMF,RONALDO,FLAMENGO,BRAZIL,175,69,22,C,69
CB,B. BLASI,UNIÓN SANTA FE,ARGENTINA,180,75,22,C,69
CF,N. ANDEREGGEN,UNIÓN SANTA FE,ARGENTINA,176,74,19,C,69
RMF,J. KOPIC,Free Agents,CZECH REPUBLIC,177,73,28,C,69
CMF,J. MAKENGO,NICE,FRANCE,177,73,20,C,69
AMF,J. LIVOLANT,CHÂTEAUROUX,FRANCE,175,70,20,C,69
CF,M. TUMMINELLO,ATALANTA,ITALY,180,76,20,C,69
CB,CARTER-VICKERS,WEST GLAMORGAN CITY,USA,185,86,21,C,69
CB,E. KONSA,HOUNSLOW,ENGLAND,183,77,21,C,69
AMF,A. GOJAK,DINAMO ZAGREB,BOSNIA AND HERZEGOVINA,184,82,21,C,69
LB,RÚBEN LIMA,MOREIRENSE,PORTUGAL,177,72,29,C,69
GK,LUCAS FRANÇA,NACIONAL,BRAZIL,194,83,22,C,69
CF,A. RABILLARD,BÉZIERS,FRANCE,175,70,23,C,69
CMF,O. VERDON,SOCHAUX,BENIN,188,80,23,C,69
SS,L. COMAS,PATRONATO,ARGENTINA,172,75,23,C,69
GK,J. AYALA,ROSARIO CENTRAL,ARGENTINA,183,80,30,C,69
CMF,F. GRAHL,SAN MARTÍN SAN JUAN,ARGENTINA,170,61,26,C,69
LMF,M. LUGO,BELGRANO,ARGENTINA,170,68,29,C,69
DMF,C. MOYA,SAN LUIS,CHILE,169,64,20,C,69
CB,PONCK,DESPORTIVO AVES,CAPE VERDE,183,78,23,C,69
RB,N. MOLINA,DEFENSA Y JUSTICIA,ARGENTINA,175,70,20,C,69
CF,K. ERASMUS,VITÓRIA SETÚBAL,SOUTH AFRICA,167,63,28,C,69
AMF,F. BARBOZA,ARGENTINOS JUNIORS,ARGENTINA,170,69,22,C,69
CF,RIBAMAR,ATLÉTICO PR,BRAZIL,184,81,21,C,69
CB,NERIS,BOAVISTA,BRAZIL,190,88,26,C,69
CMF,JUNINHO,CEARÁ,BRAZIL,179,68,19,C,69
AMF,RAPHAEL VEIGA,ATLÉTICO PR,BRAZIL,176,73,23,B,69
GK,D. HENDERSON,YH RED BLACK,ENGLAND,188,82,21,C,69
RB,K. MAC ALLISTER,ARGENTINOS JUNIORS,ARGENTINA,172,72,21,C,69
CMF,ANDREY,VASCO DA GAMA,BRAZIL,175,73,20,B,69
DMF,H. CHOUDHURY,EAST MIDLANDS,ENGLAND,178,64,21,C,69

RB,S. FLORANUS,HEERENVEEN,NETHERLANDS,181,74,20,C,69
RB,B. BITTON,Free Agents,ISRAEL,180,80,27,C,69
GK,R. OFORI,Free Agents,GHANA,181,66,25,C,69
CF,R. SEUNTJENS,VVV,NETHERLANDS,192,86,29,C,69
DMF,C. CONNOLLY,LN AZURE BLUE WHITE,ENGLAND,183,70,21,C,69
LB,MAMADU CANDÉ,SANTA CLARA,GUINEA-BISSAU,180,77,28,C,69
CB,LUCAS,PORTIMONENSE,BRAZIL,187,81,24,C,69
CMF,EWERTON,PORTIMONENSE,BRAZIL,179,70,26,C,69
RB,M. ROMEO,GL BLUE WHITE,ANTIGUA AND BARBUDA,178,73,23,C,69
CMF,F. CASSATA,FROSINONE,ITALY,183,75,21,C,69
LWF,T. ANDRADE,ATLÉTICO MINEIRO,ARGENTINA,174,67,22,C,69
DMF,J. CHICCO,BOCA JUNIORS,ARGENTINA,181,79,20,C,69
SS,T. SANDOVAL,COLÓN,ARGENTINA,185,71,19,C,69
RWF,M. WATKINS,SW RED,WALES,178,65,28,C,69
LWF,A. ARAUJO,TALLERES CÓRDOBA,ARGENTINA,165,68,26,C,69
SS,A. GUTIÉRREZ,O'HIGGINS,URUGUAY,173,64,26,C,69
LB,G. ESCOBAR,COLÓN,ARGENTINA,173,65,21,C,69
CF,PLATINY,CHAVES,BRAZIL,178,71,28,C,69
GK,S. BRUZZESE,KORTRIJK,BELGIUM,184,75,29,C,69
RB,D. DE FAUW,ZULTE-WAREGEM,BELGIUM,186,69,37,C,69
RB,F. PASSLACK,NORFOLK CITY,GERMANY,170,74,20,C,69
CMF,O. EJARIA,RANGERS,ENGLAND,183,75,21,C,69
LWF,J. LEIVA,AUDAX ITALIANO,CHILE,181,78,25,C,69
DMF,YURI OLIVEIRA,SANTOS,BRAZIL,182,78,24,C,69
CF,L. AJORQUE,STRASBOURG,FRANCE,197,82,24,C,69
RWF,D. LAMKEL ZE,ANTWERP,CAMEROON,193,79,22,C,69
RB,LÉO PRÍNCIPE,LE HAVRE,BRAZIL,173,68,22,C,69
CB,LUAN PERES,CLUB BRUGGE,BRAZIL,180,78,24,C,69
CB,NUNO TOMÁS,BELENENSES,PORTUGAL,178,68,23,C,69
RB,R. GONZÁLEZ,SAN LUIS,CHILE,170,72,23,C,69
DMF,I. GÓMEZ,ESTUDIANTES,ARGENTINA,165,63,21,C,69
CF,K. FORTUNÉ,TROYES,FRANCE,182,80,29,C,69

CMF,CAIO HENRIQUE,PARANÁ,BRAZIL,177,70,21,C,69
RMF,M. CASH,NOTTS REDS,ENGLAND,187,64,21,C,69
RB,HILDEBERTO P.,VITÓRIA SETÚBAL,PORTUGAL,175,70,22,C,69
DMF,J. ANDRADA,GODOY CRUZ,ARGENTINA,183,77,23,C,69
CB,S. MEMIŠEVIĆ,GRONINGEN,BOSNIA AND HERZEGOVINA,185,80,25,C,69
RB,J. UNTERSEE,EMPOLI,SOUTH AFRICA,181,79,24,C,69
RMF,G. STEWART,KILMARNOCK,SCOTLAND,180,73,28,C,69
CB,I. CONTÉ,NIORT,GUINEA,191,82,22,C,69
CF,O. MCBURNIE,WEST GLAMORGAN CITY,SCOTLAND,188,74,22,C,69
RB,O. KAKABADZE,LUZERN,GEORGIA,185,76,23,C,69
RMF,E. PURITA,SAN MARTÍN TUCUMÁN,ARGENTINA,167,69,21,C,69
RWF,A. DANJUMA,CLUB BRUGGE,NETHERLANDS,178,74,21,C,69
CB,N. DUSSENNE,ROYAL EXCEL MOUSCRON,BELGIUM,191,85,26,C,69
AMF,I. FIOLIĆ,GENK,CROATIA,176,73,22,C,69
LWF,CLAUDE-MAURICE,LORIENT,FRANCE,174,62,20,C,69
RB,C. MICHELIN,AJACCIO,FRANCE,178,63,21,C,69
CB,ARTUR JORGE,VITÓRIA SETÚBAL,PORTUGAL,186,78,24,C,69
AMF,BRAHIM DIAZ,MAN BLUE,SPAIN,170,68,19,C,69
RWF,I. ROZAS,UNIVERSIDAD CHILE,CHILE,178,78,20,C,69
CMF,M. GUENDOUZI,ARSENAL,FRANCE,180,68,19,C,69
LB,F. BALLO,LILLE,FRANCE,182,70,21,C,69
AMF,J. IRITIER,ALDOSIVI,ARGENTINA,175,72,24,C,69
RWF,P. CLEMENT,BERKSHIRE BLUES,NETHERLANDS,177,66,22,C,69
AMF,D. CROWLEY,WILLEM II,ENGLAND,174,71,21,C,69
LB,MARTÍN,PV SKY BLUE WHITE,SPAIN,175,70,22,C,69
CB,BRUNO SILVA,VASCO DA GAMA,BRAZIL,183,72,30,C,69
GK,A. ABEDZADEH,MARÍTIMO,IRAN,183,86,25,C,69
AMF,A. HJULSAGER,GA CYAN,DENMARK,177,71,23,C,69
CB,L. ŠIMIĆ,SPAL,CROATIA,195,89,22,C,69
CF,M. MCNULTY,BERKSHIRE BLUES,SCOTLAND,178,70,26,C,69
CMF,JEAN LUCAS,FLAMENGO,BRAZIL,180,79,20,C,69
CF,R. KOLO,NANTES,FRANCE,180,78,20,C,69

CF,D. VENTE,FEYENOORD,NETHERLANDS,181,78,19,C,69
CMF,L. PIZARRO,GODOY CRUZ,ARGENTINA,186,75,21,C,69
RB,G. CARRASCO,LANÚS,ARGENTINA,175,74,21,C,69
AMF,A. ÁBALOS,DEPORTES TEMUCO,ARGENTINA,165,67,32,C,69
LWF,G. TELLO,UNIÓN ESPAÑOLA,CHILE,175,71,25,C,69
CF,A. GUEDES,VITÓRIA GUIMARÃES,PORTUGAL,185,83,24,C,69
CB,A. VERSCHUEREN,NAC BREDA,BELGIUM,184,66,21,C,69
RB,F. SACKO,VITÓRIA GUIMARÃES,MALI,179,64,23,C,69
CMF,T. HOŘAVA,Free Agents,CZECH REPUBLIC,181,72,30,C,69
DMF,BRUNO COSENDEY,VASCO DA GAMA,BRAZIL,185,78,21,C,69
RB,D. ZEEFUIK,GRONINGEN,NETHERLANDS,185,85,20,C,69
RMF,E. GREZDA,RANGERS,ALBANIA,180,71,23,C,69
SS,MORATO,SÃO PAULO,BRAZIL,170,66,26,C,69
CMF,G. MACHÍN,ARGENTINOS JUNIORS,ARGENTINA,172,68,35,C,69
LB,MARC CUCURELLA,PV BLUE RED,SPAIN,174,69,20,C,69
DMF,A. TIMOFEEV,SPARTAK MOSKVA,RUSSIA,185,83,24,C,69
RB,V. RETAMAL,UNIÓN LA CALERA,CHILE,169,62,20,C,69
CMF,A. VERDUGO,GODOY CRUZ,ARGENTINA,169,68,21,C,69
RWF,A. GUDMUNDSSON,AZ,ICELAND,177,66,21,C,69
RWF,FERRÁN TORRES,ED WHITE ORANGE,SPAIN,184,77,18,C,69
LWF,Y. BARAYE,PARMA,SENEGAL,177,69,26,C,69
AMF,ROBINHO,FLUMINENSE,BRAZIL,178,71,23,C,69
CF,GELSON,RIO AVE,ANGOLA,175,65,22,C,69
DMF,I. DOUMBIA,AKHMAT GROZNY,CÔTE D'IVOIRE,187,70,20,C,69
RMF,A. JAKOLIŠ,FCSB,CROATIA,175,67,26,C,69
AMF,D. MAN,FCSB,ROMANIA,183,78,20,C,69
CB,G. WÜTHRICH,YOUNG BOYS,SWITZERLAND,192,88,24,C,69
CF,M. MEŠANOVIĆ,SLAVIA PRAHA,BOSNIA AND HERZEGOVINA,177,75,28,C,69
RB,A. VINDHEIM,MALMÖ FF,NORWAY,184,79,23,C,69
DMF,M. SVANBERG,BOLOGNA,SWEDEN,185,75,19,C,69
CB,K. LAMBROPOULOS,AEK ATHENS,GREECE,185,77,28,C,69
LB,F. BANGUERO,MILLONARIOS,COLOMBIA,184,74,30,C,69

CB,J. RIVAS,MILLONARIOS,COLOMBIA,194,80,30,C,69
CB,C. CUESTA,ATLÉTICO NACIONAL,COLOMBIA,178,67,19,B,69
CB,E. PALOMEQUE,DEPORTIVO CALI,COLOMBIA,193,83,26,B,69
LMF,J. MOSQUERA,DEPORTIVO CALI,COLOMBIA,186,78,28,B,69
CF,A. RODRÍGUEZ,SANTA FE,COLOMBIA,176,74,25,C,69
SS,TODINHO JÚNIOR,VITÓRIA,BRAZIL,171,64,25,C,69
GK,A. SOSA,UNIÓN SANTA FE,ARGENTINA,183,80,22,C,69
CF,I. NIANE,METZ,SENEGAL,187,71,19,C,69
LB,F. GODOY,UNIÓN SANTA FE,ARGENTINA,175,72,18,C,69
CF,G. TORRES,ATLÉTICO NACIONAL,COLOMBIA,181,74,22,C,69
CF,BRENNER,SÃO PAULO,BRAZIL,175,70,18,C,69
LMF,R. APONZÁ,JAGUARES DE CÓRDOBA,COLOMBIA,174,70,29,C,69
CB,Á. PIZZORNO,UNIÓN ESPAÑOLA,URUGUAY,185,82,26,C,69
CB,R. GONZÁLEZ H.,UNIÓN ESPAÑOLA,ARGENTINA,185,79,28,C,69
LMF,A. LEAUTEY,NIORT,FRANCE,172,63,22,C,69
CF,M. BOADU,AZ,NETHERLANDS,180,67,17,C,69
RB,D. TERENTJEV,ZENIT,RUSSIA,180,70,26,C,69
AMF,E. BAŞSAN,BB ERZURUMSPOR,TURKEY,177,69,26,C,69
DMF,S. JAKUBIAK,HERACLES,GERMANY,180,78,25,C,69
CB,PABLO,SPORTING BRAGA,BRAZIL,187,80,26,C,69
CF,G. GIAKOUMAKIS,AEK ATHENS,GREECE,185,84,24,C,69
RMF,S. INGELSSON,UDINESE,SWEDEN,189,83,20,C,69
RB,M. RUIZ,ESTUDIANTES,ARGENTINA,179,74,22,C,69
CF,N. GUERRA,UNIVERSIDAD CHILE,CHILE,174,72,19,C,69
LB,P. JAROSZYŃSKI,CHIEVO,POLAND,184,83,24,C,69
CMF,N. ESTÉVEZ,ESTUDIANTES,ARGENTINA,183,72,23,C,69
RWF,A. MABIL,MIDTJYLLAND,AUSTRALIA,179,65,23,C,69
RB,AURÉLIO BUTA,ANTWERP,PORTUGAL,171,66,21,C,69
LWF,DIOGO GONÇALVES,NOTTS REDS,PORTUGAL,174,61,21,C,69
RB,N. TENAGLIA,TALLERES CÓRDOBA,ARGENTINA,182,71,22,C,69
CMF,Y. BOURHANE,NIORT,FRANCE,180,78,20,C,69
CF,G. KOYALIPOU,NIORT,FRANCE,183,76,18,C,69

LWF,D. LIMNIOS,PAOK,GREECE,178,75,20,C,69
LB,D. DANKERLUI,WILLEM II,NETHERLANDS,175,74,22,C,69
LWF,M. LORENZEN,ADO DEN HAAG,UGANDA,188,86,24,C,69
CF,A. GOUIRI,OLYMPIQUE LYONNAIS,FRANCE,180,72,18,C,69
RB,W. HARDING,WEST MIDLANDS CITY,ENGLAND,181,79,22,C,69
LMF,M. OJEDA,RACING CLUB,ARGENTINA,176,59,20,C,69
LB,M. CLARK,VITESSE,ENGLAND,180,73,22,C,69
CMF,L. REIS,GRONINGEN,NETHERLANDS,180,78,18,C,69
CMF,T. VAN DE LOOI,GRONINGEN,NETHERLANDS,180,78,19,C,69
RWF,L. SEQUEIRA,BELGRANO,ARGENTINA,179,75,23,C,69
AMF,L. HEREDIA,COLÓN,ARGENTINA,187,77,22,C,69
LWF,M. SYLLA,MONACO,FRANCE,181,70,19,C,69
CB,B. PLANIĆ,FCSB,SERBIA,191,84,26,C,69
LWF,F. COMAN,FCSB,ROMANIA,182,77,20,C,69
DMF,N. LINARES,BANFIELD,ARGENTINA,175,72,22,C,69
LB,ROGÉRIO,SASSUOLO,BRAZIL,178,70,20,C,69
GK,T. DURSO,GIMNASIA LA PLATA,ARGENTINA,185,80,19,C,69
DMF,PÊPÊ RODRIGUES,VITÓRIA GUIMARÃES,PORTUGAL,182,78,21,C,69
